Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,update_date
292.0,Goga Bitadze,26.0,ORL,C,36.0,1.0,17.0,2.5,3.7,0.689,0.1,0.3,0.2,2.5,3.4,0.73,0.697,1.0,1.4,0.735,2.2,3.2,5.3,1.3,0.8,1.3,0.6,2.4,6.1,,2026-01-14
293.0,Kris Murray,25.0,POR,SF,34.0,11.0,25.7,2.3,5.1,0.446,0.6,2.3,0.256,1.7,2.9,0.598,0.503,0.9,1.2,0.738,1.8,2.2,4.0,1.2,1.2,0.4,0.9,2.0,6.1,,2026-01-14
294.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1.0,0.0,1.6,1.6,1.0,0.8,0.3,0.6,2.5,6.1,,2026-01-14
295.0,Ja'Kobe Walter,21.0,TOR,SG,37.0,9.0,17.7,2.1,4.9,0.431,1.2,3.2,0.367,0.9,1.6,0.557,0.552,0.7,1.0,0.75,0.7,1.4,2.1,0.9,0.9,0.2,0.5,1.9,6.1,,2026-01-14
296.0,Sidy Cissoko,21.0,POR,SF,36.0,16.0,20.9,2.0,5.1,0.391,1.1,3.3,0.333,0.9,1.9,0.493,0.497,0.9,1.3,0.723,0.8,1.3,2.2,1.5,0.7,0.3,1.1,2.7,6.0,,2026-01-14
297.0,Gradey Dick,22.0,TOR,SG,41.0,0.0,15.5,2.0,5.1,0.397,0.8,2.8,0.301,1.2,2.3,0.51,0.478,1.1,1.3,0.852,0.4,1.4,1.9,0.7,0.7,0.1,0.5,1.4,6.0,,2026-01-14
298.0,Spencer Jones,24.0,DEN,SF,35.0,24.0,21.9,2.2,4.3,0.507,0.9,2.5,0.384,1.2,1.8,0.672,0.617,0.7,1.1,0.615,1.2,1.7,2.8,0.9,0.9,0.4,0.6,2.8,6.0,,2026-01-14
299.0,Drake Powell,20.0,BRK,SG,27.0,2.0,18.3,2.1,4.7,0.46,0.7,2.2,0.305,1.5,2.5,0.597,0.532,1.0,1.1,0.903,0.2,1.3,1.6,1.6,0.6,0.2,1.0,1.6,6.0,,2026-01-14
300.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,15.9,2.2,6.4,0.348,0.9,2.8,0.308,1.4,3.6,0.38,0.416,0.7,1.1,0.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,2026-01-14
301.0,Blake Wesley,22.0,POR,SG,6.0,0.0,16.3,2.3,5.7,0.412,0.3,1.7,0.2,2.0,4.0,0.5,0.441,1.0,1.7,0.6,0.3,2.0,2.3,3.2,1.7,0.2,1.2,2.3,6.0,,2026-01-14
302.0,Robert Williams,28.0,POR,C,28.0,1.0,15.8,2.7,3.7,0.721,0.1,0.4,0.273,2.6,3.3,0.774,0.736,0.5,0.7,0.7,2.0,4.0,6.0,1.0,0.6,1.3,0.6,1.3,6.0,,2026-01-14
303.0,Steven Adams,32.0,HOU,C,30.0,10.0,22.6,2.2,4.3,0.5,0.0,0.0,,2.2,4.3,0.5,0.5,1.5,2.6,0.582,4.5,4.0,8.5,1.5,0.7,0.6,1.1,1.8,5.9,,2026-01-14
304.0,Jalen Pickett,26.0,DEN,SG,25.0,7.0,16.4,2.3,4.8,0.475,1.2,2.6,0.439,1.1,2.2,0.519,0.596,0.2,0.2,1.0,0.4,2.0,2.4,2.3,0.2,0.1,0.7,0.8,5.9,,2026-01-14
305.0,Paul Reed,26.0,DET,C,30.0,6.0,12.2,2.5,4.3,0.589,0.2,0.7,0.35,2.3,3.6,0.633,0.616,0.6,1.0,0.567,1.9,2.4,4.3,1.3,0.9,0.6,1.0,1.6,5.9,,2026-01-14
306.0,Jase Richardson,20.0,ORL,SG,28.0,0.0,11.8,2.2,4.3,0.504,0.8,1.8,0.429,1.4,2.6,0.556,0.591,0.8,1.1,0.7,0.5,0.9,1.4,1.3,0.3,0.1,0.6,1.0,5.9,,2026-01-14
307.0,Pat Spencer,29.0,GSW,PG,26.0,3.0,14.7,2.2,5.5,0.403,0.6,1.7,0.364,1.6,3.8,0.42,0.458,0.8,0.9,0.875,0.7,1.4,2.1,3.1,0.7,0.0,1.0,1.2,5.9,,2026-01-14
308.0,Dean Wade,29.0,CLE,PF,34.0,13.0,22.6,2.0,5.0,0.396,1.2,3.7,0.325,0.8,1.3,0.605,0.518,0.6,0.9,0.733,0.8,3.2,4.0,1.6,0.7,0.4,0.3,1.7,5.8,,2026-01-14
309.0,Jaylin Williams,23.0,OKC,PF,27.0,3.0,18.3,1.8,5.1,0.358,1.2,4.1,0.297,0.6,1.0,0.615,0.478,1.0,1.4,0.703,0.6,4.4,4.9,2.5,0.7,0.6,1.0,1.9,5.8,,2026-01-14
310.0,Jevon Carter,30.0,CHI,PG,19.0,0.0,11.9,1.8,4.6,0.398,1.5,3.5,0.424,0.4,1.2,0.318,0.557,0.5,0.5,1.0,0.3,0.8,1.1,0.9,0.6,0.0,0.5,0.8,5.7,,2026-01-14
311.0,Josh Okogie,27.0,HOU,SG,37.0,22.0,19.2,2.0,4.5,0.442,0.9,2.4,0.391,1.1,2.1,0.5,0.545,0.8,1.1,0.707,1.1,1.6,2.8,0.9,0.9,0.2,0.8,1.6,5.6,,2026-01-14
312.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,12.3,2.0,3.5,0.571,1.3,2.3,0.571,0.7,1.2,0.571,0.762,0.2,0.3,0.5,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,2026-01-14
313.0,A.J. Lawson,25.0,TOR,SG,6.0,0.0,9.3,1.8,4.7,0.393,1.0,2.5,0.4,0.8,2.2,0.385,0.5,0.8,0.8,1.0,0.5,1.2,1.7,0.2,0.5,0.3,0.2,1.5,5.5,,2026-01-14
314.0,Kenrich Williams,31.0,OKC,PF,21.0,0.0,13.8,2.2,4.1,0.529,0.9,2.0,0.419,1.3,2.1,0.636,0.632,0.3,0.6,0.462,0.8,2.1,2.9,1.5,0.7,0.0,0.6,1.1,5.5,,2026-01-14
315.0,Nique Clifford,23.0,SAC,SG,36.0,3.0,18.8,2.1,5.1,0.404,0.7,2.3,0.309,1.4,2.8,0.48,0.473,0.6,0.9,0.688,0.6,2.1,2.7,1.3,0.6,0.3,1.1,2.0,5.4,,2026-01-14
316.0,Keon Ellis,26.0,SAC,SG,38.0,5.0,17.6,1.9,4.8,0.386,1.2,3.3,0.36,0.7,1.6,0.441,0.508,0.5,0.8,0.633,0.4,1.0,1.4,0.6,1.2,0.5,0.5,1.7,5.4,,2026-01-14
317.0,Taylor Hendricks,22.0,UTA,PF,27.0,6.0,15.3,1.9,4.0,0.472,0.8,2.1,0.368,1.1,1.9,0.588,0.569,0.9,1.1,0.767,1.0,2.2,3.2,0.7,0.4,0.3,0.5,1.3,5.4,,2026-01-14
318.0,Ben Saraf,19.0,BRK,SG,12.0,5.0,16.9,1.8,5.2,0.355,0.8,2.8,0.273,1.1,2.4,0.448,0.427,1.0,1.3,0.8,0.4,1.2,1.6,2.8,0.7,0.3,1.9,1.3,5.4,,2026-01-14
319.0,Gabe Vincent,29.0,LAL,PG,18.0,6.0,20.4,1.7,4.7,0.365,1.5,3.8,0.391,0.2,0.9,0.25,0.524,0.4,0.4,1.0,0.3,0.7,0.9,1.4,0.4,0.1,0.3,2.2,5.4,,2026-01-14
320.0,Oso Ighodaro,23.0,PHO,PF,40.0,7.0,19.5,2.3,3.8,0.62,0.0,0.0,0.0,2.3,3.7,0.624,0.62,0.6,1.3,0.48,1.4,3.0,4.4,1.8,0.9,0.6,1.2,2.6,5.3,,2026-01-14
321.0,Yves Missi,21.0,NOP,C,34.0,7.0,17.7,2.2,4.0,0.559,0.0,0.0,,2.2,4.0,0.559,0.559,0.9,1.4,0.592,2.7,2.6,5.3,1.1,0.4,1.2,0.8,1.6,5.3,,2026-01-14
322.0,Drew Eubanks,28.0,SAC,C,30.0,11.0,14.0,2.2,3.7,0.6,0.0,0.1,0.25,2.2,3.5,0.613,0.605,0.8,1.4,0.558,0.8,1.9,2.7,0.3,0.4,0.6,0.8,1.4,5.2,,2026-01-14
323.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,13.1,1.4,3.5,0.404,1.1,3.1,0.37,0.3,0.4,0.667,0.567,1.3,1.5,0.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,2026-01-14
324.0,Marcus Sasser,25.0,DET,PG,10.0,0.0,8.8,1.7,3.4,0.5,1.1,2.3,0.478,0.6,1.1,0.545,0.662,0.7,0.7,1.0,0.1,1.0,1.1,1.9,0.6,0.2,0.7,1.0,5.2,,2026-01-14
325.0,Tolu Smith,25.0,DET,PF,5.0,0.0,11.0,1.4,3.0,0.467,0.0,0.0,,1.4,3.0,0.467,0.467,2.4,3.0,0.8,2.0,3.6,5.6,0.8,0.4,1.0,0.8,1.4,5.2,,2026-01-14
326.0,Dalton Knecht,24.0,LAL,SF,33.0,1.0,13.4,2.0,4.5,0.436,0.8,2.7,0.311,1.1,1.8,0.627,0.53,0.3,0.5,0.688,0.3,1.3,1.7,0.4,0.2,0.3,0.5,1.1,5.1,,2026-01-14
327.0,Tyler Kolek,24.0,NYK,PG,34.0,1.0,13.4,2.1,4.7,0.44,0.7,2.0,0.333,1.4,2.6,0.522,0.513,0.3,0.4,0.667,0.3,1.6,1.9,2.8,0.4,0.1,1.0,1.4,5.1,,2026-01-14
328.0,Lonzo Ball,28.0,CLE,PG,27.0,3.0,22.4,1.7,5.5,0.304,1.2,4.5,0.264,0.5,1.0,0.481,0.412,0.5,0.7,0.7,0.9,3.1,4.1,4.4,1.3,0.3,1.6,1.4,5.0,,2026-01-14
329.0,Branden Carlson,26.0,OKC,C,30.0,2.0,10.9,2.0,3.8,0.53,0.6,1.8,0.352,1.4,2.0,0.689,0.613,0.3,0.6,0.529,0.6,1.9,2.5,0.6,0.2,0.5,0.4,0.9,5.0,,2026-01-14
330.0,Mike Conley,38.0,MIN,PG,35.0,7.0,18.4,1.5,4.0,0.364,1.1,3.0,0.358,0.4,1.0,0.382,0.5,1.0,1.1,0.9,0.3,1.4,1.7,3.0,0.6,0.2,0.6,1.5,5.0,,2026-01-14
331.0,Johnny Furphy,21.0,IND,SG,22.0,8.0,16.0,2.0,3.7,0.531,0.6,1.8,0.359,1.3,1.9,0.69,0.617,0.5,0.8,0.611,0.8,2.7,3.5,0.6,0.5,0.0,0.6,1.7,5.0,,2026-01-14
332.0,Karlo Matković,24.0,NOP,PF,29.0,2.0,12.3,2.2,3.4,0.636,0.4,1.0,0.393,1.8,2.4,0.732,0.692,0.2,0.5,0.5,0.8,2.4,3.2,0.8,0.3,0.8,0.6,1.4,5.0,,2026-01-14
333.0,Asa Newell,20.0,ATL,PF,31.0,0.0,10.6,1.9,3.5,0.556,0.8,1.7,0.444,1.2,1.7,0.667,0.667,0.3,0.6,0.526,0.8,1.1,2.0,0.6,0.4,0.3,0.5,1.6,5.0,,2026-01-14
334.0,Gary Payton II,33.0,GSW,SG,38.0,1.0,12.6,2.3,4.2,0.544,0.3,1.1,0.262,2.0,3.1,0.647,0.579,0.2,0.3,0.583,1.2,2.1,3.2,1.6,0.6,0.3,0.8,1.5,5.0,,2026-01-14
335.0,Matisse Thybulle,28.0,POR,SG,4.0,0.0,12.3,1.5,2.5,0.6,1.0,1.5,0.667,0.5,1.0,0.5,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,,2026-01-14
336.0,Jarred Vanderbilt,26.0,LAL,PF,29.0,3.0,20.0,1.9,4.0,0.462,0.6,1.8,0.314,1.3,2.3,0.576,0.53,0.8,1.1,0.71,1.7,3.6,5.2,1.3,0.8,0.3,1.2,2.0,5.0,,2026-01-14
337.0,Jalen Wilson,25.0,BRK,PF,26.0,0.0,13.6,1.6,4.1,0.383,1.0,2.7,0.352,0.6,1.4,0.444,0.5,0.9,1.1,0.793,0.2,0.9,1.1,0.5,0.3,0.1,0.5,1.2,5.0,,2026-01-14
338.0,Nicolas Batum,37.0,LAC,PF,38.0,3.0,20.6,1.6,3.8,0.414,1.5,3.6,0.413,0.1,0.2,0.429,0.61,0.2,0.3,0.818,0.4,2.1,2.5,0.8,0.8,0.4,0.6,1.8,4.9,,2026-01-14
339.0,Justin Edwards,22.0,PHI,SF,30.0,5.0,15.2,1.7,4.7,0.364,1.0,3.1,0.33,0.7,1.5,0.435,0.475,0.5,0.6,0.882,0.5,1.1,1.6,1.2,0.7,0.2,0.7,1.6,4.9,,2026-01-14
340.0,Craig Porter Jr.,25.0,CLE,PG,36.0,1.0,17.4,2.0,4.0,0.49,0.6,1.4,0.4,1.4,2.6,0.537,0.559,0.4,0.6,0.619,1.5,2.1,3.6,2.8,1.0,0.6,0.8,1.1,4.9,,2026-01-14
341.0,Will Riley,19.0,WAS,SF,30.0,0.0,12.8,1.8,4.2,0.429,0.3,1.4,0.244,1.5,2.8,0.518,0.468,1.0,1.2,0.829,0.8,1.2,2.0,1.2,0.4,0.1,0.8,0.7,4.9,,2026-01-14
342.0,Thomas Bryant,28.0,CLE,C,29.0,0.0,9.4,1.7,3.3,0.516,0.6,1.6,0.348,1.1,1.7,0.673,0.6,0.8,1.0,0.828,0.8,1.9,2.7,0.4,0.2,0.4,0.3,1.1,4.8,,2026-01-14
343.0,Josh Green,25.0,CHO,SG,16.0,0.0,16.0,1.8,4.0,0.438,1.2,3.1,0.38,0.6,0.9,0.643,0.586,0.1,0.3,0.5,0.9,0.9,1.8,1.0,0.6,0.0,0.4,1.0,4.8,,2026-01-14
344.0,Noah Penda,21.0,ORL,SF,25.0,2.0,14.0,1.8,4.0,0.44,0.7,1.5,0.447,1.1,2.5,0.435,0.525,0.6,1.1,0.556,1.7,2.4,4.1,1.2,0.5,0.4,0.7,1.2,4.8,,2026-01-14
345.0,Olivier-Maxence Prosper,23.0,MEM,PF,20.0,0.0,11.3,1.6,3.2,0.484,0.4,1.1,0.318,1.2,2.1,0.571,0.539,1.3,1.4,0.929,0.6,1.7,2.3,0.8,0.2,0.1,0.6,0.8,4.8,,2026-01-14
346.0,Mouhamed Gueye,23.0,ATL,PF,40.0,4.0,16.0,1.9,4.1,0.454,0.5,1.7,0.265,1.4,2.4,0.589,0.509,0.6,0.9,0.629,1.2,2.4,3.6,0.9,0.8,0.6,0.6,1.7,4.7,,2026-01-14
347.0,Tyrese Proctor,21.0,CLE,PG,27.0,1.0,10.8,1.6,4.6,0.35,0.9,2.9,0.299,0.7,1.7,0.435,0.443,0.7,0.9,0.826,0.2,1.1,1.3,1.3,0.3,0.0,0.4,1.0,4.7,,2026-01-14
348.0,Cody Williams,21.0,UTA,SG,26.0,3.0,15.1,2.0,4.5,0.436,0.3,1.8,0.191,1.6,2.7,0.6,0.474,0.4,0.7,0.647,0.6,1.0,1.5,0.7,0.3,0.2,0.3,1.5,4.7,,2026-01-14
349.0,PJ Hall,23.0,2TM,C,15.0,2.0,10.3,1.7,2.9,0.591,0.2,0.3,0.6,1.5,2.6,0.59,0.625,0.9,1.3,0.7,1.5,1.9,3.5,0.5,0.1,0.6,0.7,1.1,4.6,,2026-01-14
349.0,PJ Hall,23.0,MEM,C,7.0,0.0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,2026-01-14
349.0,PJ Hall,23.0,CHO,C,8.0,2.0,15.9,2.6,4.4,0.6,0.3,0.3,1.0,2.4,4.1,0.576,0.629,1.5,2.1,0.706,2.5,2.9,5.4,0.6,0.1,0.9,1.3,1.6,7.0,,2026-01-14
350.0,RayJ Dennis,24.0,2TM,PG,14.0,0.0,12.3,1.6,5.1,0.306,0.9,2.7,0.316,0.7,2.4,0.294,0.389,0.6,0.6,0.889,0.6,1.1,1.6,1.9,0.2,0.3,1.1,1.1,4.6,,2026-01-14
350.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,2026-01-14
350.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,2026-01-14
351.0,DaRon Holmes,23.0,DEN,PF,9.0,5.0,13.7,1.4,3.2,0.448,1.1,2.4,0.455,0.3,0.8,0.429,0.621,0.6,0.7,0.833,0.3,1.3,1.7,1.4,0.0,0.4,0.4,1.0,4.6,,2026-01-14
352.0,Jett Howard,22.0,ORL,SF,27.0,0.0,10.7,1.6,4.3,0.368,0.9,2.7,0.329,0.7,1.6,0.432,0.47,0.6,0.6,0.938,0.4,1.1,1.4,0.9,0.1,0.1,0.2,1.0,4.6,,2026-01-14
353.0,Micah Peavy,24.0,NOP,SG,36.0,1.0,15.6,1.9,5.0,0.385,0.4,1.8,0.234,1.5,3.2,0.47,0.427,0.3,0.4,0.733,0.8,1.3,2.1,1.1,0.6,0.1,0.3,1.8,4.6,,2026-01-14
354.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,2026-01-14
355.0,Trayce Jackson-Davis,25.0,GSW,C,29.0,1.0,12.3,1.8,3.1,0.584,0.0,0.0,,1.8,3.1,0.584,0.584,0.9,1.5,0.591,1.6,2.1,3.7,1.0,0.3,0.6,0.5,1.2,4.5,,2026-01-14
356.0,DeAndre Jordan,37.0,NOP,C,2.0,1.0,11.5,2.0,2.5,0.8,0.0,0.0,,2.0,2.5,0.8,0.8,0.5,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5,,2026-01-14
357.0,Mitchell Robinson,27.0,NYK,C,27.0,13.0,19.4,2.0,3.0,0.654,0.0,0.0,,2.0,3.0,0.654,0.654,0.6,1.5,0.39,4.7,4.2,8.9,1.1,0.9,1.1,0.7,2.2,4.5,,2026-01-14
358.0,Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,12.8,1.5,3.7,0.395,0.7,1.7,0.405,0.8,2.0,0.386,0.488,1.0,1.2,0.778,0.3,1.0,1.3,0.6,0.3,0.0,0.7,1.3,4.5,,2026-01-14
359.0,Jeremy Sochan,22.0,SAS,PF,25.0,0.0,13.6,1.8,3.8,0.484,0.4,1.3,0.273,1.5,2.5,0.597,0.532,0.4,0.6,0.688,1.0,1.8,2.9,1.1,0.4,0.2,0.7,1.9,4.5,,2026-01-14
360.0,Jaylen Clark,24.0,MIN,SG,38.0,0.0,14.2,1.5,3.6,0.43,0.4,1.5,0.298,1.1,2.1,0.526,0.493,0.9,1.3,0.647,0.9,1.1,2.0,0.6,0.8,0.2,0.4,1.5,4.4,,2026-01-14
361.0,Jordan Hawkins,23.0,NOP,SG,32.0,0.0,14.2,1.6,4.9,0.327,0.8,2.7,0.318,0.8,2.2,0.338,0.413,0.4,0.5,0.765,0.4,1.3,1.7,0.8,0.2,0.2,0.6,0.7,4.4,,2026-01-14
362.0,Ethan Thompson,26.0,IND,SG,17.0,5.0,16.2,1.5,4.0,0.382,0.9,2.8,0.313,0.6,1.2,0.55,0.493,0.4,0.5,0.778,0.6,1.1,1.7,1.4,0.5,0.3,0.6,2.1,4.4,,2026-01-14
363.0,Nolan Traoré,19.0,BRK,PG,17.0,0.0,16.3,1.6,5.1,0.322,0.6,2.5,0.256,1.0,2.6,0.386,0.385,0.4,0.5,0.778,0.1,1.0,1.1,2.6,0.5,0.3,1.2,1.4,4.4,,2026-01-14
364.0,Dylan Cardwell,24.0,SAC,C,13.0,1.0,17.6,1.7,3.5,0.478,0.0,0.1,0.0,1.7,3.5,0.489,0.478,0.9,1.8,0.5,2.8,3.3,6.1,0.8,0.7,1.5,0.8,3.5,4.3,,2026-01-14
365.0,Ousmane Dieng,22.0,OKC,C,18.0,0.0,12.2,1.6,3.4,0.452,0.8,1.8,0.455,0.7,1.6,0.448,0.573,0.3,0.3,1.0,0.3,1.3,1.7,0.9,0.1,0.3,0.3,1.1,4.3,,2026-01-14
366.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,16.4,1.6,2.6,0.611,0.0,0.0,,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,2026-01-14
367.0,Liam McNeeley,20.0,CHO,SF,27.0,0.0,12.4,1.3,3.2,0.395,0.8,2.1,0.379,0.4,1.0,0.429,0.523,0.9,1.1,0.806,0.4,1.8,2.2,0.9,0.2,0.1,0.4,1.3,4.3,,2026-01-14
368.0,Zeke Nnaji,25.0,DEN,PF,27.0,1.0,12.3,1.4,2.8,0.513,0.4,1.1,0.333,1.1,1.7,0.63,0.579,1.1,1.3,0.806,0.5,1.7,2.3,0.5,0.5,0.4,0.5,1.2,4.3,,2026-01-14
369.0,Javon Small,23.0,MEM,PG,14.0,0.0,12.6,1.4,4.0,0.339,0.7,2.2,0.323,0.6,1.8,0.36,0.429,0.9,1.1,0.8,0.4,1.1,1.4,3.3,0.3,0.1,1.3,1.3,4.3,,2026-01-14
370.0,Ochai Agbaji,25.0,TOR,SG,32.0,11.0,15.3,1.7,4.0,0.425,0.2,1.3,0.163,1.5,2.6,0.56,0.453,0.6,0.7,0.857,0.8,1.7,2.4,0.8,0.4,0.2,0.3,1.8,4.2,,2026-01-14
371.0,Keaton Wallace,26.0,ATL,PG,35.0,2.0,12.2,1.5,3.6,0.425,0.9,2.3,0.413,0.6,1.3,0.447,0.555,0.1,0.3,0.5,0.1,1.2,1.3,2.2,0.6,0.1,0.6,1.0,4.2,,2026-01-14
372.0,Jabari Walker,23.0,PHI,PF,36.0,6.0,12.8,1.4,3.3,0.437,0.4,1.4,0.265,1.1,1.9,0.557,0.492,0.9,1.2,0.727,1.3,2.0,3.3,0.5,0.2,0.3,0.5,1.8,4.1,,2026-01-14
373.0,Adem Bona,22.0,PHI,C,29.0,3.0,17.1,1.4,2.4,0.571,0.1,0.2,0.4,1.3,2.2,0.585,0.586,1.1,1.8,0.647,1.8,2.1,3.9,0.3,0.3,1.4,0.7,2.1,4.0,,2026-01-14
374.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,10.0,1.5,4.5,0.333,0.0,0.0,,1.5,4.5,0.333,0.333,1.0,2.0,0.5,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,2026-01-14
375.0,Hugo González,19.0,BOS,SF,34.0,2.0,15.0,1.6,3.3,0.487,0.5,1.4,0.347,1.1,1.9,0.594,0.562,0.3,0.5,0.529,0.9,2.4,3.3,0.6,0.6,0.3,0.6,1.9,4.0,,2026-01-14
376.0,Tony Bradley,28.0,IND,C,32.0,3.0,10.5,1.5,2.7,0.558,0.0,0.0,0.0,1.5,2.7,0.565,0.558,0.9,1.2,0.737,1.5,1.1,2.5,0.5,0.1,0.2,0.4,1.8,3.9,,2026-01-14
377.0,Malaki Branham,22.0,WAS,SG,22.0,0.0,9.7,1.2,2.8,0.435,0.3,1.1,0.28,0.9,1.7,0.541,0.492,1.1,1.4,0.833,0.4,1.2,1.6,1.0,0.4,0.1,0.5,0.7,3.9,,2026-01-14
378.0,Gui Santos,23.0,GSW,PF,32.0,2.0,11.5,1.3,2.8,0.462,0.6,1.8,0.351,0.7,1.1,0.647,0.571,0.5,0.8,0.667,0.8,1.6,2.4,1.0,0.5,0.2,0.8,1.3,3.8,,2026-01-14
379.0,Kasparas Jakučionis,19.0,MIA,PG,14.0,1.0,12.8,1.1,3.4,0.313,0.9,1.9,0.444,0.2,1.5,0.143,0.438,0.7,0.7,1.0,0.6,1.1,1.7,1.1,0.6,0.0,0.6,1.3,3.7,,2026-01-14
380.0,Alijah Martin,24.0,TOR,SG,6.0,0.0,11.0,1.2,3.7,0.318,0.2,1.7,0.1,1.0,2.0,0.5,0.341,1.2,1.3,0.875,0.8,1.0,1.8,1.0,0.8,0.5,0.3,0.8,3.7,,2026-01-14
381.0,Clint Capela,31.0,HOU,C,33.0,1.0,11.3,1.6,3.0,0.535,0.0,0.0,,1.6,3.0,0.535,0.535,0.4,0.7,0.5,2.5,2.0,4.5,0.5,0.5,0.7,0.5,0.8,3.6,,2026-01-14
382.0,Rob Dillingham,21.0,MIN,PG,32.0,0.0,9.8,1.4,4.2,0.338,0.3,1.0,0.355,1.1,3.2,0.333,0.38,0.5,0.6,0.75,0.2,1.1,1.2,1.8,0.5,0.1,1.0,1.1,3.6,,2026-01-14
383.0,Larry Nance Jr.,33.0,CLE,PF,16.0,2.0,15.0,1.4,4.1,0.354,0.6,2.1,0.303,0.8,2.0,0.406,0.431,0.1,0.2,0.333,0.8,2.0,2.8,1.3,0.6,0.3,0.6,2.4,3.6,,2026-01-14
384.0,Kelly Olynyk,34.0,SAS,C,25.0,0.0,9.7,1.2,2.6,0.477,0.4,1.4,0.257,0.9,1.2,0.733,0.546,0.8,1.1,0.714,0.7,1.4,2.1,1.4,0.4,0.0,0.6,1.2,3.6,,2026-01-14
385.0,Charles Bassey,25.0,MEM,C,2.0,0.0,15.5,1.5,4.0,0.375,0.0,0.0,,1.5,4.0,0.375,0.375,0.5,1.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,2026-01-14
386.0,Antonio Reeves,25.0,CHO,SG,6.0,0.0,8.8,1.3,2.7,0.5,0.8,1.7,0.5,0.5,1.0,0.5,0.656,0.0,0.0,,0.2,0.7,0.8,0.3,0.2,0.0,0.0,0.5,3.5,,2026-01-14
387.0,Jamison Battle,24.0,TOR,SF,29.0,1.0,8.2,1.3,2.3,0.567,0.6,1.3,0.447,0.7,1.0,0.724,0.694,0.2,0.3,0.625,0.3,1.1,1.4,0.3,0.2,0.0,0.3,0.7,3.4,,2026-01-14
388.0,Doug McDermott,34.0,SAC,SF,7.0,0.0,10.0,1.1,3.3,0.348,1.1,3.3,0.348,0.0,0.0,,0.522,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.1,0.4,0.7,3.4,,2026-01-14
389.0,Julian Strawther,23.0,DEN,SG,20.0,0.0,9.4,1.1,3.3,0.338,0.3,1.4,0.179,0.9,1.9,0.459,0.377,1.0,1.3,0.731,0.1,1.2,1.3,0.7,0.1,0.1,0.5,1.0,3.4,,2026-01-14
390.0,Chaz Lanier,24.0,DET,SG,16.0,0.0,9.6,1.1,3.0,0.354,0.9,2.6,0.341,0.2,0.4,0.429,0.5,0.3,0.3,1.0,0.4,0.6,0.9,0.8,0.3,0.0,0.1,0.3,3.3,,2026-01-14
391.0,James Wiseman,24.0,IND,C,4.0,1.0,14.5,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,0.3,0.5,0.5,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,2026-01-14
392.0,Guerschon Yabusele,30.0,NYK,C,32.0,0.0,9.9,1.2,2.9,0.413,0.6,1.8,0.345,0.6,1.1,0.529,0.522,0.3,0.4,0.667,0.6,1.6,2.2,0.5,0.1,0.1,0.4,1.0,3.3,,2026-01-14
393.0,Devin Carter,23.0,SAC,PG,12.0,0.0,8.4,1.1,3.2,0.342,0.4,1.7,0.25,0.7,1.5,0.444,0.408,0.6,0.6,1.0,0.4,0.8,1.2,1.1,0.5,0.2,0.7,0.8,3.2,,2026-01-14
